,Name,Spacegroup,Volume,Band_gap
1387,Cu2Se,F-43m,48.250,0
1388,GdB2,P6/mmm,37.342,0
1389,TiS2,P-3m1,59.428,0
1390,Zr2Pd,I4/mmm,60.476,0
1391,USnPt,F-43m,73.686,0
1392,HoSbPt,F-43m,70.995,0.386
1393,TmI2,P-3m1,107.712,0
1394,GdSnAu,F-43m,77.509,0.215
1395,HoC2,I4/mmm,40.664,0
1396,Li2Pd,P6/mmm,41.296,0
1397,BaO2,Cmmm,47.847,1.994
1398,YBiPd,F-43m,75.421,0
1399,UHg2,P6/mmm,70.002,0
1400,LaGa2,P6/mmm,71.919,0
1401,OsN2,P6/mmm,33.734,0
1402,YbBiPt,F-43m,76.848,0
1403,YbC2,I4/mmm,46.056,1.124
1404,Ag2O,P-3m1,43.192,0
1405,BaC2,I4/mmm,69.872,1.681
1406,Ni2H,P3m1,23.252,0
1407,BaSi2,I4/mmm,102.778,0
1408,ScAg2,I4/mmm,56.008,0
1409,CdCl2,R-3m,75.653,3.464
1410,Ti3Ag,P4/mmm,67.688,0
1411,Rb2O,Fm-3m,77.058,1.637
1412,MnSbPt,F-43m,60.906,0
1413,HCN,I4mm,37.373,6.566
1414,HgO,Immm,29.337,0
1415,BaCl2,Fm-3m,100.073,5.688
1416,ScNiSb,F-43m,56.760,0.438
1417,UC2,Fm-3m,38.894,0
1418,ZnNiSb,F-43m,52.245,0
1419,CSO,R3m,61.858,4.762
1420,WS2,R3m,56.091,1.422
1421,PrSn3,Pm-3m,108.515,0
1422,LuC2,I4/mmm,38.251,0
1423,HoB2,P6/mmm,35.708,0
1424,TbSn3,Pm-3m,103.698,0
1425,LuAg2,I4/mmm,60.622,0
1426,ThGa2,P6/mmm,66.970,0
1427,YbBiAu,F-43m,86.729,0
1428,TaNi2,I4/mmm,39.350,0
1429,GdC2,I4/mmm,43.238,0
1430,CePt3,Pm-3m,75.136,0
1431,PrTl3,Pm-3m,110.537,0
1432,Fe2Ge,P6/mmm,39.274,0
1433,PrGa2,P6/mmm,69.039,0
1434,HgF2,Fm-3m,41.839,1.162
1435,MgCuSn,F-43m,60.246,0
1436,ErH2,Fm-3m,32.934,0
1437,TmAg3,Pm-3m,80.812,0
1438,HfSnPt,F-43m,68.856,0
1439,KO2,I4/mmm,47.523,0
1440,Li3Bi,Fm-3m,72.524,0.595
1441,SmSnAu,F-43m,79.412,0
1442,Te2Pt,P-3m1,75.527,0
1443,ZnFeSb,F-43m,54.676,0
1444,TiPd2,I4/mmm,45.851,0
1445,Ta2C,P-3m1,41.886,0
1446,Hf2Ag,I4/mmm,61.718,0
1447,ErGa2,P6/mmm,61.453,0
1448,La,I4/mmm,36.940,0
1449,MnBr2,P-3m1,84.028,1.722
1450,TiS2,I4/mmm,44.566,0
1451,Li2InPd,F-43m,64.754,0
1452,RbO2,I4/mmm,55.219,0
1453,YbSbPd,F-43m,79.046,0
1454,YNiSb,F-43m,64.081,0.570
1455,Ti2Ag,I4/mmm,51.231,0
1456,HfAu2,I4/mmm,55.223,0
1457,Cs2O,R-3m,99.073,1.251
1458,ErAg2,I4/mmm,62.332,0
1459,AlCu3,Fm-3m,49.345,0
1460,NpO2,Fm-3m,40.501,2.612
1461,Rb2S,Fm-3m,118.760,2.209
1462,Gd,R-3m,96.435,0
1463,MgCN2,R-3m,42.773,3.771
1464,ThSn3,Pm-3m,107.415,0
1465,LuPb3,Pm-3m,112.693,0
1466,Li2AlPd,F-43m,55.512,0
1467,YbCuGe,F-43m,60.334,0
1468,LiZn,Fd-3m,57.773,0
1469,HfIr3,Pm-3m,62.112,0
1470,NiS2,Fm-3m,46.132,0
1471,In2Pt,Fm-3m,66.700,0
1472,PrPt3,Pm-3m,74.158,0
1473,AuSe,C2/m,94.932,0
1474,Te2Au,P-3m1,79.170,0
1475,Ti3Sn,Pm-3m,71.511,0
1476,Pr3Tl,Pm-3m,125.468,0
1477,ThPb,P4/mmm,60.546,0
1478,Hf2Cu,I4/mmm,55.956,0
1479,YbAg2,I4/mmm,63.021,0
1480,AcH2,Fm-3m,50.134,0
1481,NbFeSb,F-43m,52.893,0.624
1482,NbSbRu,F-43m,59.238,0.465
1483,TcB,P63/mmc,41.987,0
1484,LaCu2,P6/mmm,61.833,0
1485,Ti2Cd,I4/mmm,54.542,0
1486,U2Mo,I4/mmm,57.031,0
1487,LuPd3,Pm-3m,66.789,0
1488,NpRh3,Pm-3m,64.068,0
1489,NpSn3,Pm-3m,100.893,0
1490,MoS2,R3m,55.576,1.343
1491,ZrPd2,I4/mmm,51.901,0
1492,LuTl3,Pm-3m,103.075,0
1493,Hg,P6/mmm,76.816,0
1494,TiCl2,P-3m1,60.537,0
1495,CaSn,Cmcm,121.585,0
1496,YbSn3,Pm-3m,104.164,0
1497,MnSbPd,F-43m,57.633,0
1498,PuGe3,Pm-3m,76.148,0
1499,DyCd2,P-3m1,71.974,0
